zh_question,top_1,top_1_sim,top_2,top_2_sim,top_3,top_3_sim,top_4,top_4_sim,top_5,top_5_sim,gpt_pick,gpt_sim
514538879,11uw8gv,0.659,127xz13,0.619,v5ltzi,0.6074,ewghzw,0.6064,rre6u4,0.6045,v5ltzi,True
455481907,dfnxgn,0.5576,ttw6na,0.5522,emaozv,0.546,larano,0.5312,ddarbz,0.5273,larano,True
26609029,11xcv61,0.799,xtwbzg,0.791,jdeztm,0.685,hd8lco,0.681,l47dr5,0.677,xtwbzg,True
479736840,cbgf80,0.5522,ff3c90,0.545,bp3k2g,0.528,c1n3yx,0.5225,ej6vbm,0.5195,bp3k2g,True
59669055,e31qgw,0.6626,d8hx0n,0.6016,h16rvw,0.589,vh8oml,0.583,dgrnip,0.572,e31qgw,True
34096386,gz80ee,0.6973,ih3l9e,0.6426,px3h0y,0.64,ug1gkj,0.6396,oc25i5,0.6323,gz80ee,True
567258627,ex16mo,0.681,p0o819,0.6387,e4sii3,0.63,ijs71e,0.622,g8cfab,0.621,g8cfab,True
20260262,kjayf0,0.666,pb02a7,0.658,txipoy,0.6523,czpv1t,0.649,qd92ut,0.6484,pb02a7,True
357709672,n549xu,0.6416,v3burq,0.625,ja8ksw,0.623,lswntc,0.607,fclrq3,0.605,n549xu,True
21233356,u66ujo,0.6396,lyxcgs,0.6016,c1n3yx,0.5977,indlma,0.58,g9xmx4,0.5757,lyxcgs,True
266164223,nlwy7z,0.6763,bpyxcr,0.634,e2oq8t,0.6187,uflavn,0.6133,ud1vee,0.6045,nlwy7z,True
323291881,tbtdw5,0.667,kwn4ue,0.6416,g6cncz,0.6396,zdjw9l,0.637,hc2oet,0.6367,tbtdw5,True
36129996,1185gk4,0.6978,11yzk24,0.653,cm71u0,0.64,pft6du,0.636,e93x8a,0.6343,11yzk24,True
472171217,gtjszy,0.6104,daj5tk,0.607,lkz7mz,0.569,hu3rrl,0.5557,elam1o,0.5522,gtjszy,True
333763504,sv42vh,0.6377,f4nehr,0.5884,h0hiv1,0.5513,y8zvo5,0.5464,e5jn61,0.5435,sv42vh,True
38005389,cel6t0,0.5664,f8d3a0,0.553,ddbubq,0.54,108kljw,0.537,11we6jo,0.5273,cel6t0,True
324367397,jh79np,0.6406,dvfxze,0.6323,zeo9ra,0.625,fc6w00,0.615,fdlba6,0.6123,zeo9ra,True
405384846,ktr9s0,0.643,qfqecr,0.641,dr89qd,0.641,g946qs,0.632,t3ppxw,0.621,ktr9s0,True
430892658,pwbq7j,0.5254,p1xxou,0.5215,ipbcty,0.52,tdggqz,0.519,cexgod,0.519,ipbcty,True
40567249,fh9x8c,0.5913,gjveuq,0.5874,xqcc0k,0.5874,pmnrtt,0.5723,rchgzg,0.5693,fh9x8c,True
62899055,dcypga,0.569,sgwldi,0.567,kq8xgi,0.567,i9aywz,0.565,fyrkep,0.5576,kq8xgi,True
342253439,tkg879,0.6553,120ydx1,0.627,10o2k8h,0.6265,d75um7,0.614,xkm0c5,0.6045,tkg879,True
30554291,v89901,0.683,tki899,0.6465,euuk63,0.6436,fpjdgm,0.6387,emaozv,0.633,euuk63,True
378230976,x3ehs1,0.6704,en8zqt,0.663,hm8p44,0.66,ck2ghq,0.6597,w0bx7o,0.656,x3ehs1,True
326362424,fx7lyg,0.5664,c6bud2,0.5664,glbqdg,0.565,eqp7sc,0.5586,o0qacv,0.557,glbqdg,True
572629574,fbynho,0.6465,h8rl5i,0.588,ev04qk,0.587,l28wn4,0.581,em94jx,0.5747,fbynho,True
50951057,cqvlgh,0.7363,u0vy32,0.6006,nf036e,0.586,clzmkj,0.58,wtrtq3,0.572,wtrtq3,True
23347788,cm11p2,0.615,fkfxyn,0.61,clzmkj,0.599,go448s,0.5986,oo31iw,0.5986,fkfxyn,True
457029444,mkwdl7,0.6123,10i0mps,0.6025,hvio21,0.6006,puhx7v,0.597,cqlj93,0.594,hvio21,True
312258666,fdd292,0.5874,k6yuc4,0.577,11mq47y,0.567,egomp2,0.5566,k53ew0,0.554,k6yuc4,True
425352727,koj92u,0.6484,np1q2z,0.6245,lx1nub,0.6064,dkrgpe,0.605,lbe1um,0.587,np1q2z,True
491160891,lc2iaw,0.627,bvcozc,0.604,pata6u,0.585,kutxsk,0.58,11dljp8,0.576,lc2iaw,True
41248967,ozqvrn,0.641,e0yj3t,0.6406,ppbt8v,0.6343,ep9guw,0.618,zfezhf,0.6167,ozqvrn,True
48299737,g8kgdb,0.6196,y0t315,0.563,bxnffa,0.5625,uibnod,0.556,exojsu,0.5547,uibnod,True
382457118,hl216a,0.7,g4b4ly,0.6904,h0ifiv,0.664,swlg13,0.6597,tcfpoa,0.6445,g4b4ly,True
352856192,f7kqll,0.6016,t8ykkv,0.5938,jh79np,0.577,qkdm7a,0.574,cgvod5,0.5693,t8ykkv,True
31881245,extap2,0.606,bxm0da,0.4983,elam1o,0.4915,r3y44w,0.485,glt0wh,0.4822,extap2,True
558656246,r6m3p5,0.5957,rszpln,0.5938,wfrx2h,0.589,fpsez0,0.587,u6brao,0.587,wfrx2h,True
355087220,ca9xdh,0.596,ec2r1x,0.5713,es13qi,0.5664,vxkh3u,0.5664,ca1uip,0.564,vxkh3u,True
294655477,unam7f,0.6816,kchqd8,0.6763,unesyv,0.641,umsu2v,0.628,rq7etl,0.626,kchqd8,True
350598105,ezzdbu,0.6997,qfw8gp,0.6787,q15g6r,0.627,nfhwis,0.6167,zpz8ox,0.612,nfhwis,True
34913607,hep2z4,0.696,fpwago,0.696,o4hi5r,0.686,op3v6o,0.678,f2hkas,0.678,o4hi5r,True
406426132,ioin8a,0.614,iyp2s6,0.603,kdwmw3,0.599,cft7to,0.598,eef18m,0.5967,ioin8a,True
381274127,mwjuqi,0.6406,br426u,0.6377,cvdrg7,0.6313,te2yw1,0.603,l8bvwz,0.6016,mwjuqi,True
396163575,ea2tbp,0.6143,oeiber,0.608,cm3lok,0.606,buft80,0.6035,o9f4gb,0.603,oeiber,True
19607709,hzuk6v,0.625,103f0z4,0.6187,hten8k,0.608,myljuj,0.6025,kl1z1s,0.595,hzuk6v,True
463437744,boho65,0.6475,hjshkl,0.636,rtuwma,0.6343,eao82o,0.6074,iqs3wq,0.6025,boho65,True
349917356,thk8nw,0.6597,e9m65b,0.6587,yzqq0s,0.6577,tkcjqf,0.643,go328y,0.641,e9m65b,True
423173670,f4kfb6,0.603,xp76vr,0.5537,pff5kc,0.5522,jkricl,0.5415,drhfon,0.5386,f4kfb6,True
264630432,fouiao,0.629,kpmsoq,0.5605,mhx6ri,0.5596,bywejg,0.5557,d6ophi,0.555,fouiao,True
586984126,ctrr0z,0.6177,f31lh3,0.6147,bzvqs4,0.6113,evwcq4,0.607,nsbmwa,0.6016,evwcq4,True
388335049,kged33,0.6167,cv3fbb,0.6025,wl9twa,0.5996,bs55ed,0.59,suw3sr,0.5815,kged33,True
365903826,nuq9zo,0.682,gc1j1t,0.6626,hdk83h,0.6504,r366zk,0.649,icdani,0.6484,nuq9zo,True
526758108,iqwr5x,0.5117,k0pkoj,0.4966,iz6ss0,0.4854,ex1l1w,0.4824,d4khl2,0.4805,iqwr5x,True
310733596,scv319,0.6216,wtgeia,0.6025,koj92u,0.602,j32jv9,0.593,wxedr2,0.5903,scv319,True
297859925,f52owd,0.6265,xoquel,0.619,rmglcn,0.614,s3p23g,0.601,hk7g50,0.599,rmglcn,True
513041414,ex16mo,0.681,ftpala,0.6616,p0o819,0.6616,j2t7r1,0.661,kn2oqg,0.6494,ftpala,True
24049373,f2tp50,0.6304,gd701n,0.618,duqh9t,0.607,bmsjor,0.604,dnnkhy,0.5957,gd701n,True
48800081,s7y471,0.639,y1rffu,0.5815,ck2ghq,0.577,okl3lj,0.5654,cwv1r2,0.5645,s7y471,True
294807741,c5q4rv,0.5845,tjosma,0.564,fdwz2w,0.5586,bz3j5q,0.5547,jjh15l,0.5547,c5q4rv,True
355375469,ih8rqo,0.662,vouv7b,0.6304,10hx8jp,0.6245,egxjp2,0.623,jnhaj9,0.62,ih8rqo,True
442761001,fpsez0,0.661,skhi0h,0.658,l7w67b,0.6436,10fueh0,0.6304,emyj1l,0.623,emyj1l,True
265578787,jh79np,0.6206,oaixeq,0.6084,evfvyg,0.602,10i0mps,0.6016,hq1o4o,0.5996,10i0mps,True
297715419,gnh325,0.677,d3talq,0.663,gxh8bd,0.6597,hxx3x4,0.659,ugys89,0.659,gxh8bd,True
433974158,eef18m,0.653,bw5xj6,0.615,o0qacv,0.6133,illbsm,0.613,dfnxgn,0.611,bw5xj6,True
527911405,gc8th4,0.59,gv36pz,0.586,ziv0c1,0.586,e57dh5,0.579,puoc48,0.577,ziv0c1,True
23057501,li0d6r,0.6084,cyedix,0.5796,n3cae6,0.5425,ia5rag,0.5415,n9alwe,0.5366,li0d6r,True
277286224,dn68yv,0.665,v4owc1,0.6587,sdjfm1,0.655,pylisn,0.653,d73024,0.653,v4owc1,True
38880925,de5qjq,0.66,jkricl,0.608,ttw6na,0.603,qowpgm,0.5933,rup2og,0.587,de5qjq,True
63256717,euz388,0.599,gc8th4,0.5786,gwsv56,0.549,llyjut,0.53,hc8c8c,0.5,euz388,True
399976005,eix41t,0.659,hzagvu,0.651,cmmrxd,0.6494,ht1jak,0.64,dafubj,0.6387,ht1jak,True
28243144,erbnij,0.576,gc8th4,0.5723,dcvn4e,0.5703,c9o7jp,0.5586,co92i3,0.557,dcvn4e,True
398770923,dfnxgn,0.639,duqh9t,0.639,f2tp50,0.624,10weyll,0.5957,ezo867,0.5815,duqh9t,True
30009313,j0b39d,0.6636,nypzan,0.6323,i3i91t,0.6265,kzzsq3,0.619,moflqj,0.617,i3i91t,True
394845453,ewt6rr,0.6367,tsyllw,0.606,fe4mdt,0.6045,uca6yt,0.6,cqad7h,0.5986,uca6yt,True
22348757,n66k16,0.677,u5b7hr,0.6426,i0x89z,0.629,ehsyi0,0.6104,v9mm0z,0.6094,i0x89z,True
49271707,cljs97,0.741,gzvvwn,0.7383,fdi8zm,0.64,dfnxgn,0.639,s7krdc,0.6353,gzvvwn,True
20787583,hwengp,0.6704,eiztdx,0.653,dcf2yg,0.653,if907h,0.651,fsl10i,0.6504,eiztdx,True
267128080,equfzw,0.689,iq02vg,0.6865,fbxt8b,0.684,f6k6lt,0.658,dpzcwk,0.657,fbxt8b,True
25436861,sul263,0.679,ey2sr0,0.6616,wsz4n3,0.66,r2lswi,0.6577,mj8t3t,0.6533,r2lswi,True
377853679,rdxov9,0.6733,tqssdc,0.6675,rayv86,0.652,rr1b8t,0.6514,jkr1fs,0.65,tqssdc,True
35260824,zg9yax,0.691,mqj89s,0.6616,d9vo26,0.657,p89lkt,0.649,hydhtw,0.647,zg9yax,True
360724695,iv8y9s,0.4856,daj5tk,0.4795,cwx1b4,0.475,es5l3v,0.4695,dep9c6,0.4656,iv8y9s,True
366542301,oliyum,0.5825,sbalr0,0.554,xcvhpo,0.545,l30h77,0.5327,fs8n4n,0.532,oliyum,True
525802999,qkdm7a,0.642,g5cafr,0.637,po4rym,0.63,eiz7o2,0.63,veu24v,0.625,po4rym,True
21538389,eje8um,0.556,d7i9m4,0.5073,11blewr,0.4966,cvnb5y,0.4856,st3zks,0.4817,eje8um,True
29660246,llyjut,0.5874,11i3fle,0.583,rxm6um,0.5747,wf1xpl,0.5723,p57l5p,0.559,rxm6um,True
64276434,w6j9tr,0.6265,em3eyo,0.6255,vgbljt,0.615,wv691f,0.6113,m2l3ku,0.6084,wv691f,True
46284377,lx67rq,0.646,dvfxze,0.639,igk1gh,0.6294,bu6l3r,0.6196,oteedb,0.616,igk1gh,True
412226439,fr393g,0.6426,mnp453,0.592,nhk0j1,0.5913,lx67rq,0.5884,jxwofr,0.5884,fr393g,True
264812109,t5oemx,0.6016,nzccml,0.597,rjp2yl,0.593,q2jirj,0.592,lym4sa,0.585,lym4sa,True
31489479,f6sw3a,0.567,i08wwj,0.5483,ntght6,0.548,bk4g5i,0.5435,drhfon,0.539,ntght6,True
32041744,fiw1ax,0.622,ds5de6,0.6206,n8au0y,0.6187,dr1w3k,0.6177,iz2bra,0.6157,ds5de6,True
301613193,mmpiic,0.663,jogio8,0.656,gk4i6n,0.645,1202z38,0.635,eef18m,0.627,jogio8,True
23386750,oi9gg7,0.6626,n66k16,0.6597,fa4ym0,0.659,h89wrc,0.658,bzzjwo,0.6387,oi9gg7,True
41359278,e5549p,0.7134,p0ev49,0.692,gjnwwb,0.6777,i9ah6y,0.6523,dzh8tx,0.65,e5549p,True
56697814,mzypbr,0.649,f4jdj3,0.5596,gxjcpm,0.557,urow2h,0.552,hjguhl,0.5483,hjguhl,True
28264124,jfei5s,0.6377,vgarn9,0.634,w4i2mr,0.617,gyhyje,0.6167,11dl8mi,0.61,vgarn9,True
20312619,eirnvt,0.6826,cam12b,0.679,tslkj7,0.6426,mzypbr,0.621,e8q93z,0.614,cam12b,True
64517150,etiqxl,0.604,h0hiv1,0.596,dju2z9,0.5947,rlpn6d,0.5938,jofv7u,0.5933,dju2z9,True
367992921,fc6w00,0.637,dfnxgn,0.635,ggpfx8,0.621,ipk6xs,0.611,del334,0.61,ipk6xs,True
321747342,ddhch3,0.696,bng02j,0.6553,lmwjyr,0.647,wbie3j,0.6416,ygh893,0.6357,lmwjyr,True
338088905,xyzwpx,0.7397,ge2wx5,0.6523,c3mutq,0.647,t4ljge,0.6206,chfz62,0.6196,chfz62,True
454150582,mvr578,0.5923,t4f93f,0.5796,g4t0mv,0.56,jb2zkf,0.5522,gw0gto,0.5483,g4t0mv,True
29481019,ewt6rr,0.658,i08wwj,0.61,wf1xpl,0.6084,deomhv,0.6025,y9zhdd,0.6016,ewt6rr,True
480816513,czuw7n,0.697,gxmamb,0.6875,ozry71,0.6807,gpyqg4,0.6787,e3zdv6,0.678,gxmamb,True
270405651,ygj3h7,0.5913,ews4n8,0.5894,j30l16,0.586,cw2p9z,0.5786,dih707,0.5737,ews4n8,True
20604847,dfnxgn,0.71,ncl3gc,0.6367,oh6wtx,0.6323,n8tl5l,0.6313,exzkdm,0.628,dfnxgn,True
29672557,frepn2,0.685,emi73i,0.664,kfopmy,0.652,utxxi9,0.6353,evc5au,0.6304,frepn2,True
445663704,exp7ik,0.6484,orx2wo,0.62,x6t3e8,0.6177,kyzes2,0.602,scffkb,0.5938,orx2wo,True
425836576,egvox8,0.581,f3bn7a,0.574,nx7gfl,0.57,j5fw1p,0.5693,xpeaft,0.569,egvox8,True
297573467,10weyll,0.636,no8i7z,0.6353,rwlg9k,0.62,ediqcx,0.606,ezo867,0.606,10weyll,True
20829621,ibzf2n,0.6562,dxzhey,0.652,u79g1s,0.6514,cwtp70,0.6445,m7m8nw,0.6426,cwtp70,True
333443411,h89wrc,0.6787,uprbq5,0.618,hn9ndp,0.6123,cbiqfv,0.6113,cneurp,0.6045,uprbq5,True
22603062,rkkre0,0.609,f7ar2w,0.596,e5ketw,0.5957,eky4sx,0.589,eyiqeb,0.5884,eky4sx,True
27941959,drhfon,0.6646,pqwdcb,0.5615,f6sw3a,0.55,f95piu,0.5376,gsf0g4,0.537,drhfon,True
21331300,txmy3q,0.678,m065os,0.6655,xnuvg1,0.6655,eef18m,0.6597,v3itsp,0.641,txmy3q,True
531345861,g8lhgy,0.6797,n4w8xo,0.606,fdd292,0.5894,m3lppb,0.5728,nl5qak,0.5723,nl5qak,True
52739222,10ck6iz,0.6377,ncl3gc,0.635,q8hatz,0.6323,wtgeia,0.623,ttw6na,0.6133,ncl3gc,True
310258733,erpsyw,0.6196,giv054,0.615,ew53xx,0.59,qu9j5k,0.5815,gpgfve,0.5806,giv054,True
27895488,k8afmv,0.689,zfxdyv,0.6562,daciqb,0.627,d6xdu9,0.615,vx0vgp,0.612,k8afmv,True
368306116,eirnvt,0.625,sti3jl,0.5566,tslkj7,0.553,txz1lo,0.5513,urc9vh,0.551,eirnvt,True
510456781,r3fprl,0.64,fpl9rs,0.6074,hdhqt1,0.6006,iomaxn,0.589,rqvlju,0.586,fpl9rs,True
392812492,usojyw,0.6226,vxpk5q,0.569,oztaq3,0.561,okvtmk,0.55,g5j1y4,0.55,usojyw,True
395867996,h8nm2z,0.6426,zottqb,0.6323,bywejg,0.6226,f20oat,0.6216,x151tl,0.6206,bywejg,True
35150250,htu4ub,0.632,tki899,0.5913,kvewka,0.5874,wjmz4p,0.587,ck2ghq,0.586,kvewka,True
389994559,qbatbi,0.607,ykv1e0,0.58,tdggqz,0.5684,o2ikqr,0.5674,hbahdl,0.5674,qbatbi,True
30505568,xyzwpx,0.501,heygm1,0.4934,y1rffu,0.476,xg02dl,0.4746,egomp2,0.4595,xg02dl,True
263995347,s5u98f,0.66,n3vaki,0.6016,kedad8,0.6016,ewfwkp,0.5864,deo28z,0.5776,s5u98f,True
389305597,c29ddc,0.68,ld0uua,0.6455,tki899,0.638,vnfa4k,0.6304,ijnz1i,0.624,ijnz1i,True
371622741,q15g6r,0.5913,dfuqt3,0.5884,vfhbi2,0.5874,ddvtg1,0.587,tslkj7,0.585,ddvtg1,True
343772291,f92tk4,0.731,gydyvx,0.7188,mf7pjs,0.678,m1oybb,0.6665,q8i1c3,0.657,gydyvx,True
459226864,cfeuub,0.613,my9wh7,0.606,mpnawc,0.5996,gz1s4e,0.587,ewlycm,0.585,ewlycm,True
317494863,nzcg7q,0.598,ec6g5u,0.591,cpj3l9,0.5635,tw4vf5,0.556,lcjvbh,0.545,cpj3l9,True
29932881,nag7nm,0.604,ev9f9b,0.594,x1iop2,0.5786,ocs371,0.578,kuz9d7,0.5747,ev9f9b,True
20194473,defjio,0.615,hek9pf,0.575,e00pzs,0.5713,f50ewc,0.5703,bxqbml,0.568,f50ewc,True
50416918,j3arew,0.6143,p0o819,0.6113,ex16mo,0.601,w7u1q2,0.596,ea737c,0.5874,j3arew,True
49979227,e56caj,0.604,ummf7q,0.5894,ffsnus,0.581,c238qs,0.577,clzmkj,0.574,e56caj,True
307376647,fljdwo,0.6,wphqwx,0.588,gpgfve,0.5864,gnlcnj,0.581,kjtp5n,0.578,gnlcnj,True
547468054,zottqb,0.676,t6srt0,0.6665,sp8gsp,0.6533,qxwisl,0.653,ln9rsc,0.646,qxwisl,True
349474297,o98sit,0.6514,c47kfo,0.6353,fc6w00,0.635,cbbrqa,0.629,xbttb5,0.629,xbttb5,True
61420044,127xz13,0.5537,ddarbz,0.5527,lnngwv,0.5425,ot1pfb,0.5386,eygddn,0.5376,eygddn,True
319117883,dxep42,0.7153,rlpn6d,0.659,ent19m,0.6514,od4diw,0.6465,bozm0p,0.645,bozm0p,True
469051700,bzzjwo,0.61,eef18m,0.5977,mp8cdu,0.564,mnz5i7,0.5605,chtt72,0.56,mp8cdu,True
299525162,esfj6e,0.601,blp4ve,0.566,f3gt9g,0.5615,l7dhds,0.558,c89jiz,0.5527,l7dhds,True
280885233,g6kbln,0.679,g3ewqj,0.6465,e6pd9t,0.6455,f35l1b,0.6416,uhhqdy,0.6274,uhhqdy,True
34463075,brada2,0.637,y1rffu,0.5825,nlpejw,0.5674,gcxr1g,0.565,eyn295,0.5605,brada2,True
557235154,l5ye8k,0.6567,11hf607,0.6104,vghlac,0.587,ys2c7a,0.584,f8q4df,0.5767,l5ye8k,True
29885060,cv3fbb,0.584,jsjzgw,0.5767,d7wwdh,0.5737,te4htl,0.571,g2xu50,0.562,te4htl,True
38128362,khqqn2,0.693,cv142k,0.686,vet1ed,0.676,c3m80r,0.6636,cy5pwd,0.6626,khqqn2,True
279752230,csprs6,0.6055,dp8lim,0.5957,df1gd5,0.5894,n25wn2,0.585,123xy63,0.585,csprs6,True
41099095,hc8c8c,0.6255,txv92d,0.6196,kxlmic,0.619,qivq2q,0.617,f7uvw7,0.6167,f7uvw7,True
445405951,i4x2uh,0.656,ijljjl,0.642,dudeib,0.64,czo8vo,0.6387,p68tsx,0.6367,dudeib,True
52678551,xok9fd,0.684,fcqm7p,0.6826,jskg1c,0.67,wsbidr,0.6323,oflyig,0.6196,jskg1c,True
21042329,o24x8l,0.636,106izix,0.63,v9r76g,0.629,11g8dgo,0.6265,z0nrcn,0.616,v9r76g,True
288291520,hgr2d2,0.6978,bxqbml,0.638,gpgfve,0.635,o6mmkb,0.6284,wpiw3c,0.6216,hgr2d2,True
490501672,w245cw,0.625,d4vkvo,0.6226,122bwia,0.6055,je5lx4,0.5938,cokdqr,0.593,122bwia,True
430611100,daj5tk,0.667,ffkr6j,0.557,k2vi9v,0.5527,cdt8d4,0.546,j93eac,0.526,daj5tk,True
274428677,w7xm53,0.6323,d3w5gy,0.578,eq0zkj,0.553,c1bf5u,0.532,ckme7n,0.5303,w7xm53,True
542961762,lj2nrx,0.6284,o7itfa,0.626,x151tl,0.6216,pes0lq,0.621,eftynl,0.6177,o7itfa,True
31896549,wjmz4p,0.648,ja74mo,0.637,p1pf08,0.623,cyc7ix,0.6226,e6pd9t,0.621,p1pf08,True
358960627,rjg03b,0.6753,douwzl,0.6455,gnwg35,0.639,raoshx,0.6353,jdr9as,0.6353,rjg03b,True
421954650,jbm24i,0.561,flomn2,0.557,d1nic4,0.5444,skmv6l,0.543,d1wnns,0.54,d1nic4,True
26075282,vf3590,0.65,plelg3,0.649,dlejrw,0.6465,ck2ghq,0.6465,g5c8ow,0.645,dlejrw,True
49468486,h89wrc,0.634,rtvvtv,0.6216,vnfa4k,0.605,eqkv7j,0.6045,cxziwj,0.6035,rtvvtv,True
506124698,kh0r05,0.644,rxa633,0.639,hzxess,0.639,fiv6q1,0.633,jwrn1q,0.6323,hzxess,True
39104705,brjdap,0.6836,pb7u6e,0.6587,ty3ysv,0.6587,jbhqqw,0.6567,cbbrqa,0.6523,pb7u6e,True
23570141,q59ujj,0.6,vct0sn,0.5835,o5pgr6,0.573,wsauam,0.563,fitliq,0.549,fitliq,True
23360591,q8hatz,0.654,ddhch3,0.6465,dc5dec,0.6357,116zx9d,0.6216,odj73i,0.6206,116zx9d,True
45421932,br426u,0.648,eqct0t,0.6445,l1qo0d,0.6416,ignk60,0.6284,hten8k,0.6206,l1qo0d,True
289562590,cpglxd,0.6543,uza991,0.639,ugn2s3,0.6367,z22zwi,0.6357,uvny37,0.631,z22zwi,True
265686780,ddarbz,0.6523,q8hatz,0.63,cv3fbb,0.627,fmpj0k,0.6196,cx2h01,0.617,ddarbz,True
266963761,e6dkvk,0.6694,ud1vee,0.661,w0psqs,0.6494,f40byo,0.648,cdf13g,0.64,w0psqs,True
68759752,df9xzo,0.623,jfdo4v,0.5444,fdm6vm,0.521,ea59og,0.514,106izix,0.5044,df9xzo,True
63868602,dep9c6,0.66,wf1xpl,0.6416,cubdgb,0.636,ihv6fp,0.6357,hkutsq,0.621,ihv6fp,True
307338940,qiuph2,0.619,cwx1b4,0.6113,jwooh0,0.6074,w6ysv5,0.603,z4bo4j,0.5835,w6ysv5,True
477822943,w1lij6,0.6953,bxi2nr,0.675,c605g6,0.6724,mf7pjs,0.667,fgdouf,0.6636,w1lij6,True
378474672,kfopmy,0.627,11hf607,0.6265,u2j0eo,0.621,i8t1pc,0.619,gzym35,0.6157,11hf607,True
352624476,qfw8gp,0.696,cwx4cm,0.6577,nivdm5,0.617,dptw19,0.611,d37vbe,0.604,cwx4cm,True
395495976,ce1u55,0.6523,11g8o03,0.6416,iaqd6c,0.6304,dlh121,0.625,pycqu0,0.622,ce1u55,True
21728633,ppndtt,0.555,ef30nm,0.536,sc2aii,0.5015,i7e5c7,0.487,jhh5fc,0.4773,jhh5fc,True
364997569,g5vu1i,0.6597,nqzl9f,0.6167,gbm17t,0.6104,bwp0oh,0.6006,q1kipc,0.5938,gbm17t,True
345309425,ve8ftl,0.646,tvlnc3,0.597,mkblq6,0.5845,cg07z2,0.582,tl3m1k,0.5776,mkblq6,True
475936780,ce3vru,0.5806,jrsyg8,0.563,jf25yw,0.5435,d6rwxr,0.5327,bo99ue,0.532,jrsyg8,True
21234709,tapqxy,0.635,qctkyg,0.628,ck975u,0.6226,nmtcmx,0.6177,eef18m,0.6147,qctkyg,True
442700861,fujf23,0.6133,fpxzso,0.5947,esvf7a,0.591,cneurp,0.5864,gh9ri3,0.582,fujf23,True
588873042,t7nr4x,0.6577,duvgd7,0.641,cgdhen,0.6387,ys5yh4,0.635,bvpsel,0.6333,ys5yh4,True
378703024,fh8zwd,0.6626,f9i001,0.652,i41sty,0.637,ir9qkr,0.617,11nqc84,0.6104,fh8zwd,True
409391374,cbn4oz,0.6157,v3l6cf,0.601,fdwz2w,0.599,l0zn0m,0.597,igxv9a,0.5957,cbn4oz,True
36205293,ug3lvk,0.632,unam7f,0.5894,ib7vl8,0.5444,ingn9u,0.5425,ezzgpg,0.538,ug3lvk,True
22837482,jbhqqw,0.5923,jxwofr,0.592,lnfdk8,0.5903,hv8ux3,0.5723,pwo8uz,0.572,lnfdk8,True
338044249,11xcv61,0.6597,lu5rph,0.634,k00c9x,0.616,pa4zbi,0.607,oim2tb,0.6064,lu5rph,True
380242659,ly1y60,0.6934,i4x2uh,0.635,p68tsx,0.626,j1jjch,0.624,mtwet6,0.6147,mtwet6,True
323536094,wf8kub,0.6606,pknlpq,0.5854,ideblx,0.581,ussx3u,0.575,odetg6,0.5728,wf8kub,True
31105122,rbt1l6,0.5825,my9sct,0.578,llxp8n,0.559,k5rjha,0.5557,faiq0j,0.5503,my9sct,True
65187530,boqvby,0.648,tl8y1f,0.5913,d30wiv,0.576,wqw0my,0.571,jwtzjx,0.57,boqvby,True
48696109,en1g71,0.6274,k6gb1q,0.62,hgldok,0.6055,hctnve,0.599,bz0mi6,0.5903,en1g71,True
42814888,darem6,0.6357,mvptqy,0.6187,ctaggs,0.616,xi5h3p,0.61,gz8fsf,0.609,darem6,True
38070073,xioh18,0.659,pj6gmd,0.622,cukueq,0.619,c74pcc,0.6167,w2xv1i,0.6147,xioh18,True
532541872,f6sw3a,0.6284,zottqb,0.6216,df0vvo,0.6167,gsf0g4,0.6113,oi2dq7,0.608,f6sw3a,True
432766173,qk9iaw,0.6274,vydykv,0.621,oqqjyh,0.6167,kuu4s2,0.613,unp9up,0.612,kuu4s2,True
35863001,kehi5o,0.608,x26ncd,0.552,n9mjmm,0.541,hu3rrl,0.5366,fiy6fa,0.5347,kehi5o,True
305977016,sbb17d,0.7,k00c9x,0.6914,oim2tb,0.6826,gv36pz,0.678,cu0wvw,0.6772,oim2tb,True
20831978,t2d9ws,0.672,ey2sr0,0.65,hgotx3,0.6494,mia1nu,0.641,fl9hp9,0.6353,t2d9ws,True
39317576,lvc083,0.6836,ftpzvp,0.673,k3jcs6,0.672,rvgwi9,0.668,u2w0la,0.667,ftpzvp,True
543265277,qfw8gp,0.625,ky9h01,0.621,eq9chc,0.62,fgdouf,0.6113,iadrem,0.6104,fgdouf,True
438376198,saypev,0.571,voassl,0.5645,nbvou9,0.561,i4wzhx,0.5605,tsyllw,0.5547,voassl,True
301551256,llyjut,0.584,rv23m9,0.572,g1h4ad,0.5654,hu3rrl,0.563,figao3,0.562,g1h4ad,True
431037939,dj0iw7,0.6646,scr7y7,0.655,ermfeu,0.6533,buveas,0.627,e2f13o,0.6265,scr7y7,True
321601292,gcxr1g,0.5654,cv3fbb,0.563,gzh2xe,0.5454,twyxn1,0.538,d0097a,0.529,twyxn1,True
20148429,exzkdm,0.647,cgdhen,0.641,q15g6r,0.6333,o3ej6y,0.62,fwosdv,0.6074,o3ej6y,True
40696059,dxzhey,0.6675,cczccy,0.6606,wcukvu,0.6533,i2d7xt,0.6465,ibzf2n,0.6406,i2d7xt,True
20459752,csd19l,0.7,najp53,0.6704,dcf2yg,0.6685,d8dx4q,0.6597,h9kvjq,0.6577,najp53,True
584904627,umsu2v,0.5967,iiajih,0.574,cl90k5,0.57,sv6y14,0.566,ernlah,0.5635,cl90k5,True
